Price,Adj Close,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,,
2022-11-08,58181.37890625,61800.0,61900.0,60500.0,60500.0,18273898
2022-11-09,58369.671875,62000.0,62200.0,61300.0,62000.0,14045592
2022-11-10,56863.35546875,60400.0,61500.0,60400.0,61400.0,21087633
2022-11-11,59216.96875,62900.0,63200.0,62300.0,63100.0,20037163
2022-11-14,58275.52734375,61900.0,62900.0,61700.0,62900.0,15973416
2022-11-15,58746.25390625,62400.0,62500.0,61600.0,62200.0,12310986
2022-11-16,59028.68359375,62700.0,62700.0,61700.0,62400.0,12909260
2022-11-17,57804.8046875,61400.0,62000.0,61300.0,62000.0,13298296
2022-11-18,58181.37890625,61800.0,62400.0,61400.0,61800.0,12236503
2022-11-21,57804.8046875,61400.0,61800.0,60800.0,61400.0,9378097
2022-11-22,57051.64453125,60600.0,61200.0,60300.0,60900.0,9411289
2022-11-23,57428.2265625,61000.0,61300.0,60700.0,61200.0,8765050
2022-11-24,57804.8046875,61400.0,61700.0,60900.0,61200.0,8125010
2022-11-25,57428.2265625,61000.0,61700.0,60800.0,61400.0,6677933
2022-11-28,56580.92578125,60100.0,60500.0,59800.0,60500.0,8589032
2022-11-29,57051.64453125,60600.0,60600.0,59800.0,59900.0,7014160
